lemmatized_question,sequence
who {VERB} {ORGANIZATION},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} after the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} from the year {YEAR} to the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year >= {YEAR1} AND year <= {YEAR2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} on or before the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened <= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} on or after the date {DATE},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who is {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who was {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who were {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who has {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who have {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who had {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who are {VERB} {ORGANIZATION} between the dates {DATE1} and {DATE2},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION happened >= {DATE1} AND happened <= {DATE2} | VERTEX Organization | CONDITION name = {ORGANIZATION}
who {VERB},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who is {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who was {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who were {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who has {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who have {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who had {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who are {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all were {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all are {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all have {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all is {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all was {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all had {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who all did {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION any | VERTEX Organization | CONDITION any
who is currently {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
{VERB} currently by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
currently  {VERB} by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
currently who is {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
who is {VERB} now,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
{VERB} now by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
now {VERB} by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
now who is {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
{VERB} by who now,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = now | VERTEX Organization | CONDITION any
who is {VERB} in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
{VERB} by who in the year {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
in the year {YEAR} {VERB} by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
in the year {YEAR} who is {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
who is {VERB}  in {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
{VERB} in {YEAR} by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
in {YEAR} {VERB} by who,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
in {YEAR} who is {VERB} ,VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
{VERB} by who in {YEAR},VERTEX any | CONDITION any | EDGE {VERB} | CONDITION year = {YEAR} | VERTEX Organization | CONDITION any
